bugid	bug	buggy	patch	lineNo	action
4	bears_129	buggy:  .expression( "(?:[0-9F]{20})?, ")  //  iccid  context:  .text( "$ ").optional()  .compile();  private  static  final  Pattern  PATTERN_INF  =  new  PatternBuilder()  .text( "+ ").expression( "(?:RESP|BUFF):GTINF, ")  .number( "[0-9A-Z]{2}xxxx, ")      //  protocol  version  .number( "(d{15}|x{14}), ")    //  imei  .expression( "(?:[0-9A-Z]{17},)? ")    //  vin  .expression( "(?:[^,]+)?, ")    //  device  name  .number( "(xx), ")          //  state      .expression( "(?:[0-9F]{20})?, ")  //  iccid  .number( "(d{1,2}), ")      //  rssi  .number( "d{1,2}, ")  .expression( "[01], ")      //  external  power  .number( "([d.]+)?, ")      //  odometer  or  external  power  .number( "d*, ")        //  backup  battery  or  lightness  .number( "(d+.d+), ")      //  battery  .expression( "([01]), ")        //  charging  .number( "(?:d), ")        //  led  	.expression( "(?:[0-9Ff]{20})?, ")          //  iccid  	68	replace-1
73	bears_200	buggy:  return  convert(null,  throwable);  context:  return  exceptionBuilder.apply(errorCode,  errorMessage);  }  public  AxonException  convert(Throwable  throwable){      return  convert(null,  throwable);  }  	return  convert( " ",  throwable);  	119	replace-1
151	bears_9	buggy:  context:  return  deser.deserialize(p,  ctxt);  }  Object  result  =  TypeDeserializer.deserializeIfNatural(p,  ctxt,  _baseType);  if  (result  !=  null)  {  return  result;  }  if  (p.getCurrentToken()  ==  JsonToken.START_ARRAY)  {  return  super.deserializeTypedFromAny(p,  ctxt);  }  ctxt.reportWrongTokenException(p,  JsonToken.FIELD_NAME,   "missing  property  ' "+_typePropertyName+ "'  that  is  to  contain  type  id  (for  class   "+baseTypeName()+ ") ");  	}  else  if  (p.getCurrentToken()  ==  JsonToken.VALUE_STRING)  {  if  (ctxt.isEnabled(DeserializationFeature.ACCEPT_EMPTY_STRING_AS_NULL_OBJECT))  {  String  str  =  p.getText().trim();  if  (str.isEmpty())  {  return  null;  }  }  	156	add
235	bears_79	buggy:  if  (((Class<?>)  o).isAssignableFrom(e.getClass()))  {  return  true;  context:  public  ProcessingVisitor(Factory  factory)  {  this.factory  =  factory;  }  private  boolean  canBeProcessed(CtElement  e)  {  if  (!factory.getEnvironment().isProcessingStopped()  &&  processor.getProcessedElementTypes()  !=  null)  {  for  (Object  o  :  processor.getProcessedElementTypes())  {  if  (((Class<?>)  o).isAssignableFrom(e.getClass()))  {  return  true;  }  }  }  return  false;  }  	if  (!((Class<?>)  o).isAssignableFrom(e.getClass()))  {  return  false;  return  true;  	48	replace-2
219	bears_38	buggy:  if  (method.isDefaultMethod()  ||  method.hasModifier(ModifierKind.PRIVATE))  {  context:  if  (lambdaType.isInterface()  ==  false)  {  throw  new  SpoonException( "The  lambda  can  be  based  on  interface  only.  But  type   "  +  lambdaTypeRef.getQualifiedName()  +   "  is  not  an  interface ");  }  Set<CtMethod<?>>  lambdaTypeMethods  =  lambdaType.getAllMethods();  CtMethod<?>  lambdaExecutableMethod  =  null;  if  (lambdaTypeMethods.size()  ==  1)  {  lambdaExecutableMethod  =  lambdaTypeMethods.iterator().next();  }  else  {  for  (CtMethod<?>  method  :  lambdaTypeMethods)  {  if  (method.isDefaultMethod()  ||  method.hasModifier(ModifierKind.PRIVATE))  {  continue;  }  if  (lambdaExecutableMethod  !=  null)  {  throw  new  SpoonException( "The  lambda  can  be  based  on  interface,  which  has  only  one  method.  But   "  +  lambdaTypeRef.getQualifiedName()  +   "  has  at  least  two:   "  +  lambdaExecutableMethod.getSignature()  +   "  and   "  +  method.getSignature());  }  lambdaExecutableMethod  =  method;  }  }  	if  (method.isDefaultMethod()  ||  method.hasModifier(ModifierKind.PRIVATE)  ||  method.hasModifier(ModifierKind.STATIC))  {  	112	replace-1
68	bears_144	buggy:  return  bits;  }  context:  public  byte[]  toByteArray()  {  return  bits;  }  	return  bits.clone();  }  	117	replace-2
211	bears_80	buggy:  List<String>  classpath  =  new  ArrayList<>();  classpath.add(url.toString());  setSourceClasspath(classpath.toArray(new  String[0]));  context:  private  ClassLoader  inputClassloader;  public  void  setInputClassLoader(ClassLoader  aClassLoader)  {  if  (aClassLoader  instanceof  URLClassLoader)  {  final  URL[]  urls  =  ((URLClassLoader)  aClassLoader).getURLs();  if  (urls  !=  null  &&  urls.length  >  0)  {  List<String>  classpath  =  new  ArrayList<>();  for  (URL  url  :  urls)  {  classpath.add(url.toString());  	boolean  onlyFileURLs  =  true;  if  (!url.getProtocol().equals( "file "))  {  onlyFileURLs  =  false;  }  }  if  (onlyFileURLs)  {  List<String>  classpath  =  new  ArrayList<>();  for  (URL  url  :  urls)  {  classpath.add(url.getPath());  }  setSourceClasspath(classpath.toArray(new  String[0]));  }  else  {  throw  new  SpoonException( "Spoon  does  not  support  a  URLClassLoader  containing  other  resources  than  local  file. ");  	356	replace-3
137	bears_172	buggy:  E  entity  =  delegate().findOne(q);  if  (entity  !=  null  &&  !isOperationPermitted(entity,  Action.READ))  {  return  null;  }  return  entity;  context:  public  Stream<E>  findAll(Query<E>  q)  {  return  findAllPermitted(q,  Action.READ);  }  public  E  findOne(Query<E>  q)  {  E  entity  =  delegate().findOne(q);  if  (entity  !=  null  &&  !isOperationPermitted(entity,  Action.READ))  {  return  null;  }  return  entity;  }  	return  findAllPermitted(q,  Action.READ).findFirst().orElse(null);  	78	replace-8
30	bears_125	buggy:  position.set(Position.PREFIX_TEMP  +  i,  Short.parseShort(data[index++],  16)  *  0.0625);  context:  int  index  =  0;  String[]  data  =  parser.next().split( ", ");  if  (data.length  >  1)  {  int  deviceType  =  Integer.parseInt(data[index++]);  if  (deviceType  ==  2)  {  int  deviceCount  =  Integer.parseInt(data[index++]);  for  (int  i  =  1;  i  <=  deviceCount;  i++)  {  index++;  //  id  index++;  //  type          position.set(Position.PREFIX_TEMP  +  i,  Short.parseShort(data[index++],  16)  *  0.0625);  }  }  }  decodeDeviceTime(position,  parser);  return  positions;  }  	position.set(Position.PREFIX_TEMP  +  i,  (short)  Integer.parseInt(data[index++],  16)  *  0.0625);  	617	replace-1
171	bears_22	buggy:  context:  }  public  void  setReference(JavaType  ref)  {  if  (_referencedType  !=  null)  {  throw  new  IllegalStateException( "Trying  to  re-set  self  reference;  old  value  =   "+_referencedType+ ",  new  =   "+ref);  }  _referencedType  =  ref;  }  public  JavaType  getSelfReferencedType()  {  return  _referencedType;  }  	  @Override  public  JavaType  getSuperClass()  {  if  (_referencedType  !=  null)  {  return  _referencedType.getSuperClass();  }  return  super.getSuperClass();  }  	28	add
116	bears_220	buggy:  name  =  String.valueOf(((Map.Entry)  localMap.entrySet().iterator().next()).getKey());  context:  builder  =  new  XmlStringBuilderWithoutRoot(identStep,  UTF_8.name());  localMap  =  map;  }  if  (localMap  ==  null  ||  localMap.size()  !=  1  ||  (String.valueOf(((Map.Entry)  localMap.entrySet().iterator().next()).getKey())).startsWith( "- ")  ||  ((Map.Entry)  localMap.entrySet().iterator().next()).getValue()  instanceof  List)  {  final  String  name;  if  (localMap  !=  null  &&  localMap.size()  ==  1  &&  ((Map.Entry)  localMap.entrySet().iterator().next()).getValue()  instanceof  List  &&  !((List)  ((Map.Entry)  localMap.entrySet().iterator().next()).getValue()).isEmpty())  {      name  =  String.valueOf(((Map.Entry)  localMap.entrySet().iterator().next()).getKey());  	boolean  allMapItems  =  true;  for  (Object  item  :  (List)  ((Map.Entry)  localMap.entrySet().iterator().next()).getValue())  {  if  (!(item  instanceof  Map))  {  allMapItems  =  false;  break;  }  }  name  =  allMapItems  ?  String.valueOf(((Map.Entry)  localMap.entrySet().iterator().next()).getKey())  :   "root ";  	699	replace-1
36	bears_109	buggy:  position.set(Position.KEY_VERSION_FW,  values[index++]);  context:  if  (type.equals( "Emergency ")  ||  type.equals( "Alert "))  {  position.set(Position.KEY_ALARM,  Position.ALARM_GENERAL);  }  DeviceSession  deviceSession  =  getDeviceSession(channel,  remoteAddress,  values[index++]);  if  (deviceSession  ==  null)  {  return  null;  }  position.setDeviceId(deviceSession.getDeviceId());      position.set(Position.KEY_VERSION_FW,  values[index++]);  DateFormat  dateFormat  =  new  SimpleDateFormat( "yyyyMMddHH:mm:ss ");  dateFormat.setTimeZone(TimeZone.getTimeZone( "UTC "));  position.setTime(dateFormat.parse(values[index++]  +  values[index++]));  if  (protocolType  ==  1)  {  	if  (!type.equals( "Alert ")  ||  protocolType  ==  0)  {  position.set(Position.KEY_VERSION_FW,  values[index++]);  }  	70	replace-1
82	bears_236	buggy:  TypeDescription  enclosingType  =  instrumentedType.getEnclosingType();  if  (enclosingType  !=  null)  {  //  The  Scala  compiler  sometimes  generates  illegal  combinations.  cv.visitOuterClass(enclosingType.getInternalName(),  NO_REFERENCE,  NO_REFERENCE);  }  context:  }  protected  void  onOuterType()  {  MethodDescription.InDefinedShape  enclosingMethod  =  instrumentedType.getEnclosingMethod();  if  (enclosingMethod  !=  null)  {  cv.visitOuterClass(enclosingMethod.getDeclaringType().getInternalName(),  enclosingMethod.getInternalName(),  enclosingMethod.getDescriptor());  }  else  if  (instrumentedType.isLocalType()  ||  instrumentedType.isAnonymousType())  {          TypeDescription  enclosingType  =  instrumentedType.getEnclosingType();          if  (enclosingType  !=  null)  {  //  The  Scala  compiler  sometimes  generates  illegal  combinations.              cv.visitOuterClass(enclosingType.getInternalName(),  NO_REFERENCE,  NO_REFERENCE);          }  }  }  protected  void  onAfterAttributes()  {  	cv.visitOuterClass(instrumentedType.getEnclosingType().getInternalName(),  NO_REFERENCE,  NO_REFERENCE);  	4349	replace-4
69	bears_148	buggy:  context:  package  dk.alexandra.fresco.suite.spdz2k.datatypes;  public  class  CompUInt96Factory  implements  CompUIntFactory<CompUInt96>  {  		-2	add
126	bears_149	buggy:  context:  Map<String,  String>  sample  =  url.toMap();  boolean  result  =  false;  for  (Map.Entry<String,  MatchPair>  matchPair  :  condition.entrySet())  {  String  key  =  matchPair.getKey();  String  sampleValue;  if  (invocation  !=  null  &&  (Constants.METHOD_KEY.equals(key)  ||  Constants.METHODS_KEY.equals(key)))  {  sampleValue  =  invocation.getMethodName();  }  else  {  sampleValue  =  sample.get(key);  }  if  (sampleValue  !=  null)  {  if  (!matchPair.getValue().isMatch(sampleValue,  param))  {  return  false;  }  else  {  result  =  true;  }  	if  (sampleValue  ==  null)  {  sampleValue  =  sample.get(Constants.DEFAULT_KEY_PREFIX  +  key);  }  	207	add
44	bears_108	buggy:  .number( "(dd)(dd)(dd): ")      //  time  (hhmmss)  .number( "(-?d+.d+): ")        //  longitude  .number( "(-?d+.d+): ")        //  latitude  .number( "(d+.?d*): ")      //  speed  .number( "(?:NAN|(d+.?d*)): ")      //  accuracy  .number( "(?:NAN|(d+.?d*)): ")      //  course  .number( "(?:NAN|(d+.?d*)) ")      //  altitude  context:  public  class  CguardProtocolDecoder  extends  BaseProtocolDecoder  {  public  CguardProtocolDecoder(CguardProtocol  protocol)  {  super(protocol);  }  private  static  final  Pattern  PATTERN_NV  =  new  PatternBuilder()  .text( "NV: ")  .number( "(dd)(dd)(dd)   ")      //  date  (yymmdd)      .number( "(dd)(dd)(dd): ")      //  time  (hhmmss)      .number( "(-?d+.d+): ")        //  longitude      .number( "(-?d+.d+): ")        //  latitude      .number( "(d+.?d*): ")      //  speed      .number( "(?:NAN|(d+.?d*)): ")      //  accuracy      .number( "(?:NAN|(d+.?d*)): ")      //  course      .number( "(?:NAN|(d+.?d*)) ")      //  altitude  	.number( "(dd)(dd)(dd) ")                            //  time  (hhmmss)  .number( ":(-?d+.d+) ")                                //  longitude  .number( ":(-?d+.d+) ")                                //  latitude  .number( ":(d+.?d*) ")                                  //  speed  .number( ":(?:NAN|(d+.?d*)) ")                  //  accuracy  .number( ":(?:NAN|(d+.?d*)) ")                  //  course  .number( ":(?:NAN|(d+.?d*)) ").optional()  //  altitude  	38	replace-7
164	bears_4	buggy:  context:  public  InnerClassProperty  withName(PropertyName  newName)  {  return  new  InnerClassProperty(this,  newName);  }  public  InnerClassProperty  withValueDeserializer(JsonDeserializer<?>  deser)  {  return  new  InnerClassProperty(this,  deser);  }  	  @Override  public  void  assignIndex(int  index)  {  _delegate.assignIndex(index);  }    @Override  public  int  getPropertyIndex()  {  return  _delegate.getPropertyIndex();  }    @Override  public  int  getCreatorIndex()  {  return  _delegate.getCreatorIndex();  }  	86	add
212	bears_74	buggy:  context:  inner  =  main;  }  if  (res  ==  null)  {  return  this.jdtTreeBuilder.getFactory().Type().createReference(CharOperation.toString(ref.getParameterizedTypeName()));  }  if  (inner.getPackage()  ==  null)  {  PackageFactory  packageFactory  =  this.jdtTreeBuilder.getFactory().Package();  CtPackageReference  packageReference  =  index  >=  0  ?  packageFactory.getOrCreate(concatSubArray(namesParameterized,  index)).getReference()  :  packageFactory.topLevel();  inner.setPackage(packageReference);  }  return  res;  }  private  String  concatSubArray(String[]  a,  int  endIndex)  {  StringBuilder  sb  =  new  StringBuilder();  for  (int  i  =  0;  i  <  endIndex;  i++)  {  	if  (!res.toString().replace( ",  ? ",   ",? ").endsWith(CharOperation.toString(ref.getParameterizedTypeName())))  {  return  this.jdtTreeBuilder.getFactory().Type().createReference(CharOperation.toString(ref.getParameterizedTypeName()));  }  	543	add
28	bears_124	buggy:  .number( "(d+.d+) ").text( "+ ")      //  latitude  .number( "(d+.d+) ").text( "+ ")      //  longitude  context:  }  private  static  final  Pattern  PATTERN  =  new  PatternBuilder()  .text( "EO; ")          //  header  .number( "d+; ")        //  index  .number( "(d+); ")          //  imei  .text( "R; ")          //  data  type  .number( "(d+) ").text( "+ ")    //  satellites  .number( "(dd)(dd)(dd) ")      //  date  .number( "(dd)(dd)(dd) ").text( "+ ")    //  time      .number( "(d+.d+) ").text( "+ ")      //  latitude      .number( "(d+.d+) ").text( "+ ")      //  longitude  .number( "(d+.d+) ").text( "+ ")      //  speed  .number( "(d+) ").text( "+ ")    //  course  .text( "0x ").number( "(d+) ").text( "+ ")  //  input  .number( "(d+) ").text( "+ ")    //  message  type  .number( "(d+) ").text( "+ ")    //  odometer  .number( "(d+) ")          //  voltage  	.number( "(-?d+.d+) ").text( "+ ")              //  latitude  .number( "(-?d+.d+) ").text( "+ ")              //  longitude  	43	replace-2
136	bears_173	buggy:  context:  {  return  Collections.emptySet();  }  public  long  count()  {  return  Iterables.size(this);  }  }  	if  (columnIdx.containsKey(header))  {  throw  new  MolgenisDataException(format( "Duplicate  column  header  '%s'  not  allowed ",  header));  }  	219	add
250	bears_165	buggy:  context:  {  this.attributeOptionCombo  =  attributeOptionCombo;  }  //  toString,  mergeWith  	public  int  hashCode()  {  int  result  =  dataElement.hashCode();  result  =  31  *  result  +  (categoryOptionCombo  !=  null  ?  categoryOptionCombo.hashCode()  :  0);  result  =  31  *  result  +  (attributeOptionCombo  !=  null  ?  attributeOptionCombo.hashCode()  :  0);  return  result;  }    @Override  public  boolean  equals(  Object  object  )  {  if  (  this  ==  object  )  {  return  true;  }    if  (  object  ==  null  )  {  return  false;  }    if  (  getClass()  !=  object.getClass()  )  {  return  false;  }    DataElementOperand  other  =  (DataElementOperand)  object;    if  (  !dataElement.equals(  other.dataElement  )  )  {  return  false;  }    if  (  categoryOptionCombo  ==  null  )  {  if  (  other.categoryOptionCombo  !=  null  )  {  return  false;  }  }  else  if  (  !categoryOptionCombo.equals(  other.categoryOptionCombo  )  )  {  return  false;  }    if  (  attributeOptionCombo  ==  null  )  {  if  (  other.attributeOptionCombo  !=  null  )  {  return  false;  }  }  else  if  (  !attributeOptionCombo.equals(  other.attributeOptionCombo  )  )  {  return  false;  }    return  true;  }    @Override  	325	add
17	bears_132	buggy:  .number( "(x+)?, ")        //  adc  2  context:  .number( "x{8}, ")          //  mask  .number( "(d+)?, ")        //  power  .number( "d{1,2}, ")        //  report  type  .number( "d{1,2}, ")        //  count  .expression( "((?: ")  .expression(PATTERN_LOCATION.pattern())  .expression( ")+) ")  .number( "(d{1,7}.d)?, ")      //  odometer  .number( "(d{5}:dd:dd)?, ")    //  hour  meter  .number( "(x+)?, ")        //  adc  1      .number( "(x+)?, ")        //  adc  2  .number( "(d{1,3})?, ")        //  battery  .number( "(?:(xx)(xx)(xx))?, ")    //  device  status  .expression( "(.*) ")      //  additional  data  .number( "(dddd)(dd)(dd) ")    //  date  (yyyymmdd)  .number( "(dd)(dd)(dd) ").optional(2)  //  time  (hhmmss)  .text( ", ")  .number( "(xxxx) ")        //  count  number  .text( "$ ").optional()  	.number( "(x+)?, ").optional()                  //  adc  2  	219	replace-1
158	bears_19	buggy:  ignored  =  ignorals.getIgnored();  context:  JsonIgnoreProperties.Value  ignorals  =  ctxt.getConfig()  .getDefaultPropertyIgnorals(beanDesc.getBeanClass(),  beanDesc.getClassInfo());  Set<String>  ignored;  if  (ignorals  !=  null)  {  boolean  ignoreAny  =  ignorals.getIgnoreUnknown();  builder.setIgnoreUnknownProperties(ignoreAny);      ignored  =  ignorals.getIgnored();  for  (String  propName  :  ignored)  {  builder.addIgnorable(propName);  }  }  else  {  ignored  =  Collections.emptySet();  }  	ignored  =  ignorals.findIgnoredForDeserialization();  	495	replace-1
67	bears_145	buggy:  toSpdzElement(rawTriple.getLeft()),  toSpdzElement(rawTriple.getRight()));  context:  this.modulus  =  modulus;  this.secretSharedKey  =  secretSharedKey;  this.supplier  =  new  ArithmeticDummyDataSupplier(myId,  noOfPlayers,  modulus);  }  public  SpdzTriple  getNextTriple()  {  MultiplicationTripleShares  rawTriple  =  supplier.getMultiplicationTripleShares();  return  new  SpdzTriple(  toSpdzElement(rawTriple.getLeft()),      toSpdzElement(rawTriple.getLeft()),      toSpdzElement(rawTriple.getRight()));  }  public  SpdzSInt[]  getNextExpPipe()  {  return  new  SpdzSInt[0];  	toSpdzElement(rawTriple.getRight()),  toSpdzElement(rawTriple.getProduct()));  	30	replace-2
247	bears_78	buggy:  if  (target.isImplicit())  {  context:  if  (f.getVariable().isStatic()  &&  f.getTarget()  instanceof  CtTypeAccess)  {  _context.ignoreGenerics(true);  }  CtExpression<?>  target  =  f.getTarget();  if  (target  !=  null)  {  boolean  isInitializeStaticFinalField  =  isInitializeStaticFinalField(f.getTarget());  boolean  isStaticField  =  f.getVariable().isStatic();  boolean  isImportedField  =  importsContext.isImported(f.getVariable());  if  (!isInitializeStaticFinalField  &&  !(isStaticField  &&  isImportedField))  {  if  (target.isImplicit())  {  final  CtField<?>  field  =  f.getVariable().getFieldDeclaration();  final  String  fieldName  =  field.getSimpleName();  CtVariable<?>  var  =  f.getVariable().map(new  PotentialVariableDeclarationFunction(fieldName)).first();  	if  (target.isImplicit()  &&  !(f.getVariable().getFieldDeclaration()  ==  null  &&  this.env.getNoClasspath()))  {  	783	replace-1
2	bears_201	buggy:  catch  (Exception  e)  {  context:  private  int  getAndSetNetworkTimeout(final  Connection  connection,  final  long  timeoutMs)  {  if  (isNetworkTimeoutSupported  !=  FALSE)  {  try  {  final  int  originalTimeout  =  connection.getNetworkTimeout();  connection.setNetworkTimeout(netTimeoutExecutor,  (int)  timeoutMs);  isNetworkTimeoutSupported  =  TRUE;  return  originalTimeout;  }      catch  (Exception  e)  {  if  (isNetworkTimeoutSupported  ==  UNINITIALIZED)  {  isNetworkTimeoutSupported  =  FALSE;  if  (validationTimeout  <  SECONDS.toMillis(1))  {  }  else  if  (validationTimeout  %  SECONDS.toMillis(1)  !=  0)  {  	catch  (Exception  |  AbstractMethodError  e)  {  	523	replace-1
208	bears_42	buggy:  while  (scopeElement  !=  null  &&  !(scopeElement  instanceof  CtPackage))  {  context:  public  PotentialVariableDeclarationFunction()  {  }  public  void  apply(CtElement  input,  CtConsumer<Object>  outputConsumer)  {  CtQuery  siblingsQuery  =  input.getFactory().createQuery().map(new  SiblingsFunction().mode(SiblingsFunction.Mode.PREVIOUS));  CtElement  scopeElement  =  input;  while  (scopeElement  !=  null  &&  !(scopeElement  instanceof  CtPackage))  {  CtElement  parent  =  scopeElement.getParent();  if  (parent  instanceof  CtType<?>)  {  if  (includingFields)  {  Collection<CtFieldReference<?>>  allFields  =  ((CtType<?>)  parent).getAllFields();  for  (CtFieldReference<?>  fieldReference  :  allFields)  {  outputConsumer.accept(fieldReference.getFieldDeclaration());  }  	while  (scopeElement  !=  null  &&  !(scopeElement  instanceof  CtPackage)  &&  scopeElement.isParentInitialized())  {  	73	replace-1
122	bears_240	buggy:  CxJoined(final  Iterable<Context>  contexts)  {  context:  new  IterableOf<>(  ctx  )  );  }  CxJoined(final  Iterable<Context>  contexts)  {  this(contexts,  new  CxSimple());  }  	public  CxJoined(final  Iterable<Context>  contexts)  {  	66	replace-1
56	bears_186	buggy:  context:  }  public  void  processOpts()  {  if  (additionalProperties.containsKey(GENERATE_POM))  {  generatePom  =  Boolean.valueOf(additionalProperties.get(GENERATE_POM).toString());  }  if  (additionalProperties.containsKey(INTERFACE_ONLY))  {  interfaceOnly  =  Boolean.valueOf(additionalProperties.get(INTERFACE_ONLY).toString());  }  if  (interfaceOnly)  {  artifactId  =   "swagger-jaxrs-client ";  }  super.processOpts();  	if  (!interfaceOnly)  {  additionalProperties.remove(INTERFACE_ONLY);  }  	88	add
78	bears_169	buggy:  FileUtils.deleteQuietly(new  File(_segmentFile));  context:  }  public  long  getOffset()  {  return  _offset;  }  public  String  getSegmentFile()  {  return  _segmentFile;  }  public  void  deleteSegmentFile()  {    FileUtils.deleteQuietly(new  File(_segmentFile));  }  }  private  static  final  Logger  LOGGER  =  LoggerFactory.getLogger(LLRealtimeSegmentDataManager.class);  	if  (_segmentFile  !=  null)  {  FileUtils.deleteQuietly(new  File(_segmentFile));  }  	142	replace-1
205	bears_217	buggy:  packageDeclaration.setPosition(factory.Core().createCompoundSourcePosition(  context.compilationUnitSpoon,  packageRef.sourceStart(),  packageRef.sourceEnd(),  packageRef.declarationSourceStart,  packageRef.declarationEnd,  context.compilationUnitSpoon.getLineSeparatorPositions()));  context:  if  (!enclosingModule.isUnnamed()  &&  enclosingModule.shortReadableName()  !=  null  &&  enclosingModule.shortReadableName().length  >  0)  {  module  =  getFactory().Module().getOrCreate(String.valueOf(enclosingModule.shortReadableName()));  }  else  {  module  =  getFactory().Module().getUnnamedModule();  }  context.compilationUnitSpoon.setDeclaredPackage(getFactory().Package().getOrCreate(CharOperation.toString(scope.currentPackageName),  module));  CtPackageDeclaration  packageDeclaration  =  context.compilationUnitSpoon.getPackageDeclaration();  if  (packageDeclaration  !=  null)  {  ImportReference  packageRef  =  compilationUnitDeclaration.currentPackage;  packageDeclaration.setPosition(factory.Core().createCompoundSourcePosition(  context.compilationUnitSpoon,  packageRef.sourceStart(),  packageRef.sourceEnd(),  packageRef.declarationSourceStart,  packageRef.declarationEnd,  context.compilationUnitSpoon.getLineSeparatorPositions()));  }  return  true;  }  	if  (packageRef  !=  null)  {  packageDeclaration.setPosition(factory.Core().createCompoundSourcePosition(  context.compilationUnitSpoon,  packageRef.sourceStart(),  packageRef.sourceEnd(),  packageRef.declarationSourceStart,  packageRef.declarationEnd,  context.compilationUnitSpoon.getLineSeparatorPositions()));  }  	795	replace-2
243	bears_82	buggy:  context:  boolean  isImportedField  =  importsContext.isImported(f.getVariable());  if  (!isInitializeStaticFinalField  &&  !(isStaticField  &&  isImportedField))  {  if  (target.isImplicit()  &&  !(f.getVariable().getFieldDeclaration()  ==  null  &&  this.env.getNoClasspath()))  {  final  CtField<?>  field  =  f.getVariable().getFieldDeclaration();  final  String  fieldName  =  field.getSimpleName();  CtVariable<?>  var  =  f.getVariable().map(new  PotentialVariableDeclarationFunction(fieldName)).first();  if  (var  !=  field)  {  target.setImplicit(false);  }  }  	if  (field  ==  null)  {  throw  new  SpoonException( "The  reference  to  field  named  \ " "  +  f.getVariable().getSimpleName()  +   "\ "  is  invalid,  because  there  is  no  field  with  such  name  on  path: "  +  getPath(f));  }  	790	add
128	bears_238	buggy:  return  field.getType().isPrimitive()  ||  field.getType().isArray()  ||  ignoredNames.contains(field.getName());  context:  case   "short ":  field.setLong(object,  Short.MIN_VALUE);  break;  default:  field.set(object,  null);  }  }  private  boolean  fieldAcceptable(Field  field)  {      return  field.getType().isPrimitive()  ||  field.getType().isArray()  ||  ignoredNames.contains(field.getName());  }  public  void  ignoreFields(Object  object)  throws  IllegalAccessException  {  Class  clazz  =  object.getClass().getDeclaredFields().length  >  0  ?  object.getClass()  :  object.getClass().getSuperclass();  Class  currentClass  =  object.getClass();  for  (Field  field  :  clazz.getDeclaredFields())  {  if  (!fieldAcceptable(field)  &&  fieldHasGetter(field,  clazz))  {  	return  /*field.getType().isPrimitive()  ||*/  field.getType().isArray()  ||  ignoredNames.contains(field.getName());  	133	replace-1
38	bears_107	buggy:  lac  =  Integer.parseInt(data[i]);  cid  =  Integer.parseInt(data[i]);  context:  case   "#OUT2# ":  position.set(Position.PREFIX_OUT  +  2,  Integer.parseInt(data[i]));  break;  case   "#OUT3# ":  position.set(Position.PREFIX_OUT  +  3,  Integer.parseInt(data[i]));  break;  case   "#OUT4# ":  position.set(Position.PREFIX_OUT  +  4,  Integer.parseInt(data[i]));  break;  case   "#LAC# ":          lac  =  Integer.parseInt(data[i]);  break;  case   "#CID# ":          cid  =  Integer.parseInt(data[i]);  	if  (!data[i].isEmpty())  {  lac  =  Integer.parseInt(data[i]);  }  if  (!data[i].isEmpty())  {  cid  =  Integer.parseInt(data[i]);  }  	154	replace-2
123	bears_150	buggy:  private  String  value;  public  LocaleHandle(String  locale)  {  this.value  =  locale;  String  s  =  this.value;  if  (s  ==  null)  return  null;  int  len  =  s.length();  char  ch  =  '  ';  int  i  =  0;  for  (;  i  <  len  &&  ('a'  <=  (ch  =  s.charAt(i))  &&  ch  <=  'z'  ||  'A'  <=  ch  &&  ch  <=  'Z'  ||  '0'  <=  ch  &&  ch  <=  '9');  i++)  {  }  String  language  =  s.substring(0,  i);  String  country  =  null;  String  var  =  null;  if  (ch  ==  '-'  ||  ch  ==  '_')  {  int  head  =  ++i;  for  (;  i  <  len  &&  ('a'  <=  (ch  =  s.charAt(i))  &&  ch  <=  'z'  ||  'A'  <=  ch  &&  ch  <=  'Z'  ||  '0'  <=  ch  &&  ch  <=  '9');  i++)  {  }  country  =  s.substring(head,  i);  }  if  (ch  ==  '-'  ||  ch  ==  '_')  {  int  head  =  ++i;  for  (;  i  <  len  &&  ('a'  <=  (ch  =  s.charAt(i))  &&  ch  <=  'z'  ||  'A'  <=  ch  &&  ch  <=  'Z'  ||  '0'  <=  ch  &&  ch  <=  '9');  i++)  {  }  var  =  s.substring(head,  i);  }  if  (var  !=  null)  return  new  Locale(language,  country,  var);  else  if  (country  !=  null)  return  new  Locale(language,  country);  else  return  new  Locale(language);  context:  package  com.alibaba.com.caucho.hessian.io;  public  class  LocaleHandle  implements  java.io.Serializable,  HessianHandle  {  private  String  value;  public  LocaleHandle(String  locale)  {      this.value  =  locale;  	private  String  language;  private  String  country;  private  String  variant;    public  LocaleHandle(String  language,  String  country,  String  variant)  {  this.language  =  language;  this.country  =  country;  this.variant  =  variant;  return  new  Locale(language,  country,  variant);  	57	replace-56
74	bears_202	buggy:  blacklistLibOrExtJars(libOrExtJar);  context:  public  ClassGraph  blacklistLibOrExtJars(final  String...  jarLeafNames)  {  if  (jarLeafNames.length  ==  0)  {  for  (final  String  libOrExtJar  :  JarUtils.getJreLibOrExtJars())  {      blacklistLibOrExtJars(libOrExtJar);  }  }  else  {  for  (final  String  jarLeafName  :  jarLeafNames)  {  final  String  leafName  =  JarUtils.leafName(jarLeafName);  if  (!leafName.equals(jarLeafName))  {  throw  new  IllegalArgumentException( "Can  only  blacklist  jars  by  leafname:   "  +  jarLeafName);  }  if  (jarLeafName.contains( "* "))  {  	blacklistLibOrExtJars(JarUtils.leafName(libOrExtJar));  	865	replace-1
